,Job position,Company,Location,Dimension,Candidates,Post time,JavaScript,Python,C#,Ruby,.Net,SQL,Angular.js,React.js,Node.js,Java,Links,Body
0,.Net Fullstack Developer,IT People Innovation,"Lisboa, Lisboa, Portugal",Check link,1 candidato,Anunciada há 4 dias,1,0,1,0,1,1,1,1,0,0,https://www.linkedin.com/jobs/view/2394806111/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=F4%2FKsowixdRZ70AgiXBzlg%3D%3D&trackingId=iyhHhP%2BOOf6Xc1vGC%2BgOxw%3D%3D&trk=flagship3_search_srp_jobs,[estás à altura deste desafio?]  mas não te preocupes  ainda o podes fazer    descobre tudo aqui  olá  somos a it people innovation e se não nos conheces  devias   estamos sempre à procura de talentos disruptivos  pessoas que partilham o nosso espírito de inovação e vontade de conquistar novos desafios   procuramos:  net developer fullstack  o que te pedimos     licenciatura em engenharia informática ou similar     mínimo 4 anos de experiência em desenvolvimento com tecnologias microsoft      tecnologias: c# net  sql server  javascript      experiência em angular e ou react  obrigatório   o que te oferecemos     integração em equipa jovem e dinâmica     integração num projeto no âmbito internacional     excelentes condições para progressão profissional     acompanhamento especializado durante todo o percurso itpeople e orientação de carreira   tl dr? equipa fantástica  projetos aliciantes  tecnologia disruptiva  you in?  se achas que tens o que é preciso  envia o teu cv:    assunto: ndfull2020     para  api:2a02:c207:2011:6863::1:39d709ee33eeea0d83c8d79b54067c81:2021-01-28 17:52:40 nível de experiência assistente setor tecnologia da informação e serviços software recrutamento e seleção tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
2,Node.JS And React Fullstack Developer,Mindera UK,"Porto, Porto, Portugal",Check link,26 candidatos,Anunciada há 2 meses,1,0,0,0,0,1,0,1,1,0,https://www.linkedin.com/jobs/view/2320998210/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=F4%2FKsowixdRZ70AgiXBzlg%3D%3D&trackingId=ltK%2FfO%2B4%2Biuqwt%2FUnhAWTQ%3D%3D&trk=flagship3_search_srp_jobs,here at mindera  we are continuously developing a fantastic team  and would love it for you to join us as a fullstack software engineer you will be responsible for building fluid and responsive user interfaces for multiple platforms and devices   we are looking for experienced engineers with an appetite for solving complex problems and build seamless user interactions to world-class standards   national and international expected traveling time varies according to project client and organisational needs 0%-15% estimated   requirements  you’re great at vanilla javascript and or typescript and modern frameworks and platforms such as react and node    writing semantic and accessible html  developing performant  resilient and secure services functions components  building and handling asynchronous and event-driven workflows  protocols and architectural patterns like http  rest and or graphql  creating testable code and making testing a priority  being passionate  self-driven and working with little supervision towards a common team or company purpose   it also would be cool if you have experience working with sql and nosql data stores  know about service oriented architectures  design patterns and data structures  are used to working with code versioning tools like git in a continuous delivery process  use code quality tools like linters  type checkers and static analysers  have experience using cloud platforms like aws  gcp or azure  care about all the steps your code goes through from your machine to production and know about or are curious of technologies like containers  are comfortable with agile methodologies such as scrum and kanban    benefits  we offer fun  happy and politics-free work culture built on the principles of lean and self organisation  work with large scale systems powering global businesses  competitive salary and benefits    about mindera  at mindera we use technology to build products we are proud of  with people we love   software engineering applications  including web and mobile  are at the core of what we do at mindera   we partner with our clients  to understand their product and deliver high performance  resilient and scalable software systems that create an impact in their users and businesses across the world   you get to work with a bunch of great people  where the whole team owns the project together   our culture reflects our lean and self-organisation attitude  we encourage our colleagues to take risks  make decisions  work in a collaborative way and talk to everyone to enhance communication   we are proud of our work and we love to learn all and everything while navigating through an agile  lean and collaborative environment   check ot our blog http   mindera com  and our handbook http   bit ly minderahandbook  our offices are located porto  portugal | aveiro  portugal | coimbra  portugal | leicester  uk | san diego  usa | san francisco  usa | chennai  india | bengaluru  india nível de experiência pleno-sênior setor tecnologia da informação e serviços software internet tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
4,Oferta De Emprego: Full Stack Developer ? Team Leader (M/F)-Porto,IBC|International Business Consulting,"Porto, Porto, Portugal",Check link,0 candidatos,Anunciada há 6 dias,0,0,0,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/2394047043/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=F4%2FKsowixdRZ70AgiXBzlg%3D%3D&trackingId=niGimdzDA40JLuQuRMnadA%3D%3D&trk=flagship3_search_srp_jobs,distrito: porto - concelho: porto  anúncio de emprego  full stack developer ? team leader  m f -porto » ibc | international business consulting » ref: 7160071 » 30-12-2020 » porto » informática   programação    detalhe da oferta  full stack developer ? team leader  m f   ibc is recruiting a full stack developer - team leader for a technology company based in the usa - a key player in the nurse call-system market - that intends to manage a software development team in portugal   job responsibilities  high proficiency in both front and back end coding will be required to see out a project from conception to final product  requiring good organizational skills and attention to detail leading a team of remote developers reporting to usa team  requirements  degree in computer science web development web application development familiarity with database technology such as mariadb or mysql experience with modern web application architectures  frameworks  and security best practices strong organizational and project management skills experience with developing for container deployment experience leading a small team of developers excellent verbal communication skills good problem-solving skills languages: fluent english  conditions  excellent opportunity to be part of a new it project in portugal salary framework according to the experience demonstrated integration in attractive and technologically innovative project full-time job remote work  to apply for this opportunity  please send your cv  in english  to *** candidatura online *** quoting reference r-202-20 nível de experiência júnior setor recrutamento e seleção recursos humanos consultoria de gerenciamento tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
6,Node.JS And React Fullstack Developer,Mindera,"Porto, Porto, Portugal",Check link,14 candidatos,Anunciada há 2 meses,1,0,0,0,0,1,0,1,1,0,https://www.linkedin.com/jobs/view/2323300376/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=F4%2FKsowixdRZ70AgiXBzlg%3D%3D&trackingId=UCvU5jNgnm5iB1X%2F1URCsQ%3D%3D&trk=flagship3_search_srp_jobs,here at mindera  we are continuously developing a fantastic team  and would love it for you to join us as a fullstack software engineer you will be responsible for building fluid and responsive user interfaces for multiple platforms and devices   we are looking for experienced engineers with an appetite for solving complex problems and build seamless user interactions to world-class standards   national and international expected traveling time varies according to project client and organisational needs: 0%-15% estimated   requirements  you’re great at vanilla javascript and or typescript and modern frameworks and platforms such as react and node    writing semantic and accessible html  developing performant  resilient and secure services functions components  building and handling asynchronous and event-driven workflows  protocols and architectural patterns like rest and or graphql  creating testable code and making testing a priority  being passionate  self-driven and working with little supervision towards a common team or company purpose   it also would be cool if you have experience working with sql and nosql data stores  know about service oriented architectures  design patterns and data structures  are used to working with code versioning tools like git in a continuous delivery process  use code quality tools like linters  type checkers and static analysers  have experience using cloud platforms like aws  gcp or azure  care about all the steps your code goes through from your machine to production and know about or are curious of technologies like containers  are comfortable with agile methodologies such as scrum and kanban    benefits  we offer fun  happy and politics-free work culture built on the principles of lean and self organisation  work with large scale systems powering global businesses  competitive salary and benefits    about mindera  at mindera we use technology to build products we are proud of  with people we love   software engineering applications  including web and mobile  are at the core of what we do at mindera   we partner with our clients  to understand their product and deliver high performance  resilient and scalable software systems that create an impact in their users and businesses across the world   you get to work with a bunch of great people  where the whole team owns the project together   our culture reflects our lean and self-organisation attitude  we encourage our colleagues to take risks  make decisions  work in a collaborative way and talk to everyone to enhance communication   we are proud of our work and we love to learn all and everything while navigating through an agile  lean and collaborative environment   check ot our blog: and our handbook:  our offices are located: porto  portugal | aveiro  portugal | coimbra  portugal | leicester  uk | san diego  usa | san francisco  usa | chennai  india | bengaluru  india nível de experiência assistente setor tecnologia da informação e serviços software internet tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
8,Senior Frontend Software Engineer,eDreams ODIGEO,Porto e Região,Check link,4 candidatos,Anunciada há 1 semana,1,0,0,0,0,0,0,1,1,0,https://www.linkedin.com/jobs/view/2368901097/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=F4%2FKsowixdRZ70AgiXBzlg%3D%3D&trackingId=Jdp%2FKMCAob52tdbDyxFLnw%3D%3D&trk=flagship3_search_srp_jobs,anunciada por nora valderrama growing porto hub | talent acquisition specialist at edreams odigeo envie inmail are you ready to shape the future of travel by working at one of the world's largest online travel companies? at edreams odigeo you will have a real impact  combining more than 600 airlines and 100 000 flights worldwide every day into billions of potential combinations and helping our users find the very best travel deals   our mission is to build a disruptive subscription program that allows customers to access discounted  competitive fares and to a set of other additional perks by becoming members  the prime project is unique in the ota space and its innovative proposition is also one of the pillars of edreams odigeo transformation that aims to accelerate on price transparency and on changing the acquisition traffic mix  while getting closer to our customers   as a software engineer  you will work in the main acquisition tool of the company  taking the responsibility of building a unique program that customers truly love and that will revolutionise the way customers decide where to buy travel   we are looking for a senior frontend software engineer to join our porto headquarters   we set the path  shape with us the way people travel   at edreams odigeo  we believe in full end to end ownership of results and empower our teams to develop solutions that benefit both the customer and our business  iterating fast to continuously learn and improve  we are a fully agile organisation  and our product development teams use kanban practices to deliver business value continuously   you will work with a top notch tech stack  including: es6 code frameworks like backbone javascript libraries like react   vue  and lodash style sheet preprocessors like sass testing frameworks and libraries like mocha  chai  underscore automatic functional testing  selenium   cucumber   node   packages and task runners like webpack  babel  grunt  npm  if you join our high talented team you'll contribute on extending the perks  increasing the value of the prime program for our customers  expanding to more markets  and creating a memorable and personalised experience for prime members   do you have a real passion to thrive developing high-quality software? join us and put your expert javascript knowledge to use crafting high-performance applications   you will: be part of a young multidisciplinary team where everyone can speak up with new ideas  take initiative and be a self-starter take advantage of your data driven capabilities and use your design pattern skills to solve problems be enthusiastic and come up with creative options to deliver solutions use your knowledge of cloud and of continuous delivery environments to help you deliver value quickly seek out opportunities to learn  share and grow continuously we work in english so you will need good technical english level   what do we offer? a free edreams prime subscription to benefit from significant discounts on your travels  competitive compensation package with an attractive bonus structure  excellent environment for continuous growth and learning: with our learning & development programs  you will have access to tech talks  internal soft skills and technical skills trainings  language lessons  external events and industry conferences  free subscription to o'reilly online learning  fast-track career development: with our unique programs  you are always working towards the next step on your career path  we also have for you a ticket restaurant benefit & unlimited beverages and coffee for free at the office  with many types of milk alternatives  because we like our edoers happy and healthy!  a phenomenal lifestyle and work-life-balance  new to the city? we also offer great relocation packages  additional prizes and awards for a variety of team and individual achievements  fun at work: at edreams odigeo  work and fun go hand in hand!  … and the opportunity to work in a dynamic  dedicated  fun and passionate team of professionals  we journey together!  come fly with us and join us now   edreams odigeo under its four leading online travel agency brands – edreams  go voyages  opodo  travellink  and the metasearch engine liligo –is an equal opportunity employer and value diversity and inclusion  we do not discriminate on the basis of race  religion  color  national origin  gender  sexual orientation  age  marital status or disability status  nível de experiência pleno-sênior setor lazer  viagens e turismo tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
10,FullStack Developer (Team Leader),Infraspeak,"Porto, Porto, Portugal",Check link,0 candidatos,Anunciada há 1 semana,0,1,0,0,0,0,0,0,0,0,https://www.linkedin.com/jobs/view/2383611945/?eBP=JOB_SEARCH_ORGANIC&refId=F4%2FKsowixdRZ70AgiXBzlg%3D%3D&trackingId=KbcFTM5hPr4MQfKu1MZPnA%3D%3D&trk=flagship3_search_srp_jobs,about infraspeak  infraspeak develops the most efficient  flexible  and user-friendly software to excel at facility and asset management   we use the most advanced web  mobile  and iot technologies to radically increase the control and productivity of our customers  reducing bureaucracy  risks  and costs   we were born in porto  portugal  but in just a few years in the market we are growing fast  having already hundreds of customers in 3 continents and the world’s leading investors from portugal  united kingdom  and the usa  so we want to invest in our team to keep growing  we believe in meritocracy  holacracy  and ownership  we believe only great teams can build great products  and that customers are part of our team  we believe happiness is in the path  not at the end of it  everything we do must be simpler and smarter  what are we building?  we are focused on growing our data team to increase the intelligence of our operation  with the development of new features and assistance in product management with feature design  user experience  and road-mapping of our internal data portal  the ideal candidate should be self-taught  learn fast and be flexible enough to work on new technologies as well as legacy components   the ideal candidate will also have good leadership skills  as he will lead the junior developers that we currently have dedicated to the project   what will you do? development using python  flask  php  laravel  and vue  lead and develop junior developers we may need you give us some help on hybrid   mobile applications  best practice programming such as object-oriented programming  tdd and solid principles navigate between postgresql  css  html  linux & git use  on and restful web services assist in product management with feature design  user experience  and road mapping work with agile methodologies and versioning be creative and an efficient problem solver keep learning: learn new technologies and don’t be afraid of trying something new speak fluent english and be a team member  who are we looking for?  we are looking for a full stack developer who would love to deliver elegant and intuitive web solutions for enterprise applications to integrate and lead our data team   you will be a member of our agile team tasked with developing new features as well as maintaining and supporting the existing ones within our current and future products  we have plenty of ideas!    the ideal candidate has experience in web development as well as mobile application development   what do we offer? flexible working hours and remote-friendly culture competitive salary and perks modern office with everything you need  located in central porto a startup environment  where you will see the company  and yourself  grow beyond a dozen people to a worldwide reference in the field  some people call it ambition  we call it focus  a balanced work environment where you will have autonomy  responsibility  ownership  and freedom to make mistakes and to learn from them regular events to promote knowledge sharing and team engagement  nível de experiência júnior setor tecnologia da informação e serviços software internet tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
12,Emprego: Fullstack Developer (PHP),Luso Basto - Recursos Humanos,"Viseu, Viseu, Portugal",Check link,2 candidatos,Anunciada há 2 semanas,1,0,0,0,0,1,0,0,0,0,https://www.linkedin.com/jobs/view/2378500725/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=F4%2FKsowixdRZ70AgiXBzlg%3D%3D&trackingId=jRQZ99jR7XSUaIFlntc4xA%3D%3D&trk=flagship3_search_srp_jobs,emprego: fullstack developer  php :luso basto serviços trabalho temporario descrição do emprego: fullstack developer  php  » luso basto serviços trabalho temporario  » ref: 7191199  » 11-1-2021  » viseu  » informática   programação    detalhe da emprego  a luso basto serviços lda procura fullstack developer  php  para integrar o departamento de desenvolvimento em empresa cliente do setor das novas tecnologias da informação com enfoque em integração de sistemas  internet  mobile e marketing digital   perfil procurado  principais referência da emprego  licenciatura em eng  informática  sistemas de informação  ou equivalente   bons conhecimentos em php   bons conhecimentos de base de dados mysql e sql server   conhecimentos em html  css  javascript jquery   capacidade de resolução de problemas e gestão de stress   facilidade de comunicação   elevado sentido de responsabilidade e dinamismo   gosto pelo trabalho de equipa   local: viseu  condições: contrato directo com o nosso cliente e salário ajustado à experiência demonstrada   candidaturas: os candidatos interessados referência da emprego: o seu referência da emprego: para o email recursos humanos@lusobasto com  email de contacto:recursos humanos@lusobasto com nível de experiência assistente setor internet recrutamento e seleção recursos humanos tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
14,Senior Backend Developer,Hapibot Studio,"Porto, Porto, Portugal",Check link,1 candidato,Anunciada há 1 semana,0,0,0,0,0,0,0,0,1,0,https://www.linkedin.com/jobs/view/2394046499/?eBP=JOB_SEARCH_ORGANIC&refId=F4%2FKsowixdRZ70AgiXBzlg%3D%3D&trackingId=%2BVResiLelYl4vM5rcxCyHg%3D%3D&trk=flagship3_search_srp_jobs,we are looking for a backend developer to help us design and implement large scale applications  you have a desire to create powerful backend systems and demonstrate analytical thinking  you’re a great developer who is also deeply interested in devops  network operations and has passion for software architecture and requirements engineering  you also feel comfortable pushing beyond your defined areas of competences   benefits  work with an inspiring and collaborative team  flexible working hours  work with the most innovative web technologies  both specialization growth and team switching  opportunity to work on internal projects  we are searching for a backend dev like you  responsibilities  define  document and maintain requirements in the engineering design process  design and develop backend services for web and mobile apps  fine-tuning and improving performance of services and datastores  implementing security strategies for apps and backend services  ensure quality software engineering practices  working with technology stacks including: node    kubernetes  docker  postgresql  mongodb  participate in building configuration and automation tools to simplify the process of deploying  upgrading  and scaling systems and software across our environment  qualifications  bs in computer science  engineering  another science or equivalent experience  4  years of professional experience as a full-stack or backend developer or related field  experience working with or creating apis and understanding rest and or graphql  knowledge of mvc architectures  experience in batch-processing systems  nice to have skills  highly self-motivated and result-oriented team player  experience with search databases  e g  elasticsearch  solr   experience with message brokers  e g  kafka  rabbitmq   familiarity with web server software  e g  apache  nginx   familiarity with configuration management tools  e g  puppet  chef or docker   some experience with continuous integration  continuous deployment testing and automation tools such as jenkins or gitlabci  desire to contribute back to the open source community  familiarity with bash  dns is a plus  affinity for open environments that encourage cooperation  learning and teamwork  detail oriented with excellent english written and verbal communication  please apply here  poderá encontrar o anúncios original publicado em: https:  www itjobs pt oferta 370698 senior-backend-developer nível de experiência júnior setor tecnologia da informação e serviços software internet tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
16,Senior Full-Stack Engineer,OutSystems,"Lisboa, Lisboa, Portugal",Check link,4 candidatos,Anunciada há 1 mês,1,0,1,0,0,0,0,1,0,0,https://www.linkedin.com/jobs/view/2357142176/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=F4%2FKsowixdRZ70AgiXBzlg%3D%3D&trackingId=Yh4HIk3p%2FylGtpWJFz9%2F%2FA%3D%3D&trk=flagship3_search_srp_jobs,about outsystems  outsystems r&d is known for working on highly complex problems while focusing on keeping the product extremely easy to use  allowing us to lead the future of software development  we expect our engineers to help us drive the software development landscape changes by disrupting the way modern software is built   the outsystems engineering team has developed its own visual coding language  compilers to transform it into optimized high code  smart assistant ai mechanisms to accelerate development  truechange   code flow optimization mechanisms  and additional paas services that allow customers to easily develop powerful applications  the team empowers customers to tame all the hassles of complex software development under a powerful yet simple-to-use platform   to apply to this position  you need to be willing to build a product used across the globe by some of the largest and most complex organizations  like toyota  salsa jeans  thinkmoney  logitech  and others  you’ll build a product that will be used by developers of any industry  enabling the development of software used by millions of end-users across the globe  with auto-scaling capabilities  the product also allows customers to build very complex core systems that deal with complex business logic and integrations with legacy systems based on product extensibility sdks   full-stack engineer at outsystems we are looking for full-stack engineers who know how to build high performant web-based applications to help improve our platform to take away all the complexity of application development from our customers  outsystems mission is to make software development available to everyone  so you can expect big challenges ahead   as a full-stack  we expect you to work with your team in designing and developing features that will be used by the outsystems developers all over the world  you will be able to work end-to-end in our platform  from the developer experience provided in our ide to the runtime representation of each feature   we also expect you to innovate and bring development best practices into your team while you keep looking at the upcoming technologies and frameworks   do you        feel that you are a javascript or c# expert?     enjoy challenging yourself to design systems that scale for millions of requests?     like to deal with complexity and uncertainty?     enjoy taking on new challenges and stepping out of your comfort zone?     look for a place where you can constantly create collaboration opportunities?     wake up eager to brainstorm with other colleagues to solve the next challenge?   tick all the boxes? you might just be the person we’re looking for   what we're looking for: bachelor’s or master's degree in software engineering  computer science  or similar  if you do not have one but you have a solid understanding of computer science and software engineering fundamentals  we still want to hear from you  more than 4 years of javascript and c# experience or equivalent  solid understanding of web architectures  experience with testing frameworks and methodologies  experience with react or typescript is a plus  passion to analyze and design elegant solutions for high-tech problems  experience in mentoring more junior software engineers  drive to innovate and bring development best practices into your team  drive to understand what are the upcoming technologies and frameworks  good communication skills and fluency in english    what can you expect from outsystems: the possibility to disrupt the software development market  a company that cares about employees wellbeing and provides a safe and comfortable work environment  even during adverse times  a world-class software engineering team with peers and leaders that are inspired to learn and share what they know  a fast-growing company that provides many opportunities for you to grow  fun from day one: a relaxed work environment  colleagues from diverse backgrounds and with a diverse range of interests  fun company events   curious about outsystems culture? find out more in the small book of the few big rules  nível de experiência não aplicável setor tecnologia da informação e serviços software internet tipo de emprego tempo integral funções de trabalho engenharia tecnologia da informação
18,.Net Developer,Apside,"Aveiro, Portugal",1.001-5.000 funcionários,25 candidatos,Anunciada há 1 semana,0,0,1,0,1,1,1,1,0,0,https://www.linkedin.com/jobs/view/2365543180/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=F4%2FKsowixdRZ70AgiXBzlg%3D%3D&trackingId=%2B7xm8JZB%2BIZbI%2BAKHAedPw%3D%3D&trk=flagship3_search_srp_jobs,4 main values which guide us daily commitment at every step transparency for effective communication conscientious and locally accessible partners sharing the apside spirit  key responsibilities: develop and maintain new and existent applications develop with clean code principles in mind work within multidisciplinary and multi geographically distributed teams work in international projects availability to travel sporadically   main skills: bs   associate degree in computer science or similar minimum of 3 4 years of experience using  net   net core  c# or asp net  vue    react and skills valued in angular  frontend full stack  knowledge about xaml  wpf and mvvm good knowledge of sql  mysql  sql server or other relational db  knowledge of soa rest architecture micro services architecture  azure or cloud experience is valued scrum experience or in other agile methodology git versioning experience fluent spoken and written english  written and spoken french is a plus team player   our job offer: negotiable salary good working environment young and dynamic team challenges and opportunities to grow personally career management work with international projects opportunities to travel nível de experiência pleno-sênior setor tecnologia da informação e serviços tipo de emprego contrato funções de trabalho outro
